text,label
Doctors HATE this one trick because drinking hot water cures every disease overnight. Wake up and see the truth nobody is telling you.,FAKE
SHOCKING: Scientists CONFIRM that a miracle spray can make cars run on tap water forever. Wake up and see the truth nobody is telling you.,FAKE
Insider CONFESSES that the government is replacing money with mind control coins. Share this before it gets deleted!!!,FAKE
The united nations issued a statement clarifying road safety regulations during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
The united nations released its quarterly report on road safety regulations during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
BREAKING: Secret government plan reveals a popular celebrity is actually a robot built in a lab. Wake up and see the truth nobody is telling you.,FAKE
The ministry of finance released its quarterly report on disaster relief funding during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
The reserve bank confirmed updated statistics on foreign trade agreements during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
The department of agriculture released its quarterly report on vaccination coverage during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
The world health organization published official guidelines for digital literacy programs during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
BREAKING: Secret government plan reveals a miracle spray can make cars run on tap water forever. This is being hidden from the public on purpose.,FAKE
The supreme court launched an initiative to improve banking sector reforms during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
LEAKED document PROVES that one banned vegetable can instantly cure blindness. This changes EVERYTHING you thought you knew.,FAKE
Insider CONFESSES that aliens have already taken over three major cities. The mainstream media refuses to report this.,FAKE
URGENT warning: authorities are HIDING that a popular celebrity is actually a robot built in a lab. Wake up and see the truth nobody is telling you.,FAKE
The reserve bank announced a new policy to regulate inflation and interest rates during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
The department of agriculture confirmed updated statistics on climate change mitigation during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
The reserve bank published official guidelines for disaster relief funding during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
Local municipal authorities approved a budget allocation for public healthcare infrastructure during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
The education ministry approved a budget allocation for banking sector reforms during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
You won't BELIEVE what happens when 5G towers are secretly reading your dreams. This is being hidden from the public on purpose.,FAKE
Insider CONFESSES that eating this fruit makes you immortal. Share this before it gets deleted!!!,FAKE
The ministry of finance held a press conference regarding vaccination coverage during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
The science and technology department announced a new policy to regulate climate change mitigation during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
LEAKED document PROVES that one banned vegetable can instantly cure blindness. This changes EVERYTHING you thought you knew.,FAKE
The supreme court confirmed updated statistics on climate change mitigation during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
The state government issued a statement clarifying road safety regulations during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
The department of agriculture launched an initiative to improve digital literacy programs during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
The department of agriculture issued a statement clarifying national exam schedules during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
Local municipal authorities confirmed updated statistics on foreign trade agreements during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
The ministry of finance approved a budget allocation for disaster relief funding during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
The world health organization held a press conference regarding national exam schedules during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
Experts are TERRIFIED to admit that a miracle spray can make cars run on tap water forever. The mainstream media refuses to report this.,FAKE
The world health organization signed an agreement concerning employment growth data during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
The state government signed an agreement concerning foreign trade agreements during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
URGENT warning: authorities are HIDING that aliens have already taken over three major cities. Forward to everyone you know right now.,FAKE
Insider CONFESSES that the moon landing footage was filmed in a secret basement. Wake up and see the truth nobody is telling you.,FAKE
The parliament signed an agreement concerning disaster relief funding during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
URGENT warning: authorities are HIDING that a hidden chip in vaccines controls your thoughts. This is being hidden from the public on purpose.,FAKE
LEAKED document PROVES that the moon landing footage was filmed in a secret basement. The mainstream media refuses to report this.,FAKE
Experts are TERRIFIED to admit that banks are planning to delete everyone's savings next week. Share this before it gets deleted!!!,FAKE
The united nations signed an agreement concerning inflation and interest rates during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
Doctors HATE this one trick because drinking hot water cures every disease overnight. Share this before it gets deleted!!!,FAKE
SHOCKING: Scientists CONFIRM that drinking hot water cures every disease overnight. The mainstream media refuses to report this.,FAKE
The world health organization held a press conference regarding employment growth data during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
Experts are TERRIFIED to admit that a hidden chip in vaccines controls your thoughts. Forward to everyone you know right now.,FAKE
The parliament launched an initiative to improve banking sector reforms during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
Insider CONFESSES that the government is replacing money with mind control coins. Forward to everyone you know right now.,FAKE
The transport authority announced a new policy to regulate road safety regulations during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
Insider CONFESSES that 5G towers are secretly reading your dreams. This is being hidden from the public on purpose.,FAKE
The ministry of finance conducted a review of public healthcare infrastructure during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
BREAKING: Secret government plan reveals banks are planning to delete everyone's savings next week. This is being hidden from the public on purpose.,FAKE
The education ministry approved a budget allocation for banking sector reforms during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
LEAKED document PROVES that aliens have already taken over three major cities. The mainstream media refuses to report this.,FAKE
Experts are TERRIFIED to admit that the moon landing footage was filmed in a secret basement. This changes EVERYTHING you thought you knew.,FAKE
Anonymous source claims drinking hot water cures every disease overnight. Forward to everyone you know right now.,FAKE
Experts are TERRIFIED to admit that a miracle spray can make cars run on tap water forever. The mainstream media refuses to report this.,FAKE
This ONE weird fact means drinking hot water cures every disease overnight. The mainstream media refuses to report this.,FAKE
Anonymous source claims a magic pill can make you lose 20kg in two days. Forward to everyone you know right now.,FAKE
You won't BELIEVE what happens when 5G towers are secretly reading your dreams. The mainstream media refuses to report this.,FAKE
This ONE weird fact means the government is replacing money with mind control coins. Share this before it gets deleted!!!,FAKE
The election commission conducted a review of foreign trade agreements during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
The election commission issued a statement clarifying climate change mitigation during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
This ONE weird fact means aliens have already taken over three major cities. The mainstream media refuses to report this.,FAKE
URGENT warning: authorities are HIDING that the moon landing footage was filmed in a secret basement. Wake up and see the truth nobody is telling you.,FAKE
SHOCKING: Scientists CONFIRM that a hidden chip in vaccines controls your thoughts. This is being hidden from the public on purpose.,FAKE
LEAKED document PROVES that banks are planning to delete everyone's savings next week. Forward to everyone you know right now.,FAKE
LEAKED document PROVES that a hidden chip in vaccines controls your thoughts. This is being hidden from the public on purpose.,FAKE
LEAKED document PROVES that eating this fruit makes you immortal. The mainstream media refuses to report this.,FAKE
BREAKING: Secret government plan reveals aliens have already taken over three major cities. Share this before it gets deleted!!!,FAKE
This ONE weird fact means 5G towers are secretly reading your dreams. This is being hidden from the public on purpose.,FAKE
This ONE weird fact means one banned vegetable can instantly cure blindness. This is being hidden from the public on purpose.,FAKE
The parliament signed an agreement concerning climate change mitigation during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
Doctors HATE this one trick because banks are planning to delete everyone's savings next week. Forward to everyone you know right now.,FAKE
The election commission announced a new policy to regulate road safety regulations during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
This ONE weird fact means a magic pill can make you lose 20kg in two days. This is being hidden from the public on purpose.,FAKE
The ministry of finance launched an initiative to improve banking sector reforms during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
Anonymous source claims eating this fruit makes you immortal. This is being hidden from the public on purpose.,FAKE
Doctors HATE this one trick because aliens have already taken over three major cities. Share this before it gets deleted!!!,FAKE
The world health organization issued a statement clarifying banking sector reforms during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
The reserve bank announced a new policy to regulate public transport fares during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
The parliament signed an agreement concerning public healthcare infrastructure during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
The health ministry launched an initiative to improve foreign trade agreements during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
Experts are TERRIFIED to admit that one banned vegetable can instantly cure blindness. Wake up and see the truth nobody is telling you.,FAKE
Experts are TERRIFIED to admit that drinking hot water cures every disease overnight. This is being hidden from the public on purpose.,FAKE
The ministry of finance published official guidelines for digital literacy programs during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
The parliament published official guidelines for national exam schedules during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
The health ministry launched an initiative to improve agricultural subsidies during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
LEAKED document PROVES that banks are planning to delete everyone's savings next week. This is being hidden from the public on purpose.,FAKE
The department of agriculture issued a statement clarifying urban water supply during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
Insider CONFESSES that banks are planning to delete everyone's savings next week. Share this before it gets deleted!!!,FAKE
LEAKED document PROVES that eating this fruit makes you immortal. The mainstream media refuses to report this.,FAKE
The health ministry published official guidelines for public transport fares during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
Local municipal authorities released its quarterly report on digital literacy programs during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
SHOCKING: Scientists CONFIRM that eating this fruit makes you immortal. This is being hidden from the public on purpose.,FAKE
The supreme court approved a budget allocation for agricultural subsidies during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
Doctors HATE this one trick because a miracle spray can make cars run on tap water forever. Share this before it gets deleted!!!,FAKE
The transport authority held a press conference regarding disaster relief funding during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
The department of agriculture approved a budget allocation for inflation and interest rates during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
LEAKED document PROVES that a popular celebrity is actually a robot built in a lab. The mainstream media refuses to report this.,FAKE
You won't BELIEVE what happens when banks are planning to delete everyone's savings next week. Share this before it gets deleted!!!,FAKE
This ONE weird fact means a popular celebrity is actually a robot built in a lab. Share this before it gets deleted!!!,FAKE
The world health organization launched an initiative to improve vaccination coverage during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
BREAKING: Secret government plan reveals a popular celebrity is actually a robot built in a lab. Share this before it gets deleted!!!,FAKE
You won't BELIEVE what happens when 5G towers are secretly reading your dreams. Wake up and see the truth nobody is telling you.,FAKE
Anonymous source claims one banned vegetable can instantly cure blindness. This is being hidden from the public on purpose.,FAKE
The world health organization held a press conference regarding banking sector reforms during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
Anonymous source claims the moon landing footage was filmed in a secret basement. This is being hidden from the public on purpose.,FAKE
SHOCKING: Scientists CONFIRM that the moon landing footage was filmed in a secret basement. Forward to everyone you know right now.,FAKE
Local municipal authorities approved a budget allocation for climate change mitigation during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
The education ministry published official guidelines for national exam schedules during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
BREAKING: Secret government plan reveals the government is replacing money with mind control coins. Wake up and see the truth nobody is telling you.,FAKE
The central bank conducted a review of vaccination coverage during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
The education ministry signed an agreement concerning public healthcare infrastructure during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
The science and technology department signed an agreement concerning renewable energy projects during an official briefing held earlier today. Officials said the move is part of an ongoing effort to strengthen transparency and improve outcomes over the coming fiscal year. A detailed report has been made available on the official website for public review and feedback.,REAL
